;estado;cidade;populacao;pib;pib_percapita
2730;PERNAMBUCO;Triunfo;15770;57674.40234375;3657.2199707
2731;PIAUÍ;Betânia do Piauí;6442;20683.73046875;3210.76000977
2732;ALAGOAS;Arapiraca;210521;1658976.875;7880.33984375
2733;RONDÔNIA;Alvorada D'Oeste;17127;159415.359375;9307.83984375
2734;MINAS GERAIS;Volta Grande;5402;52225.57421875;9667.8203125
2735;PERNAMBUCO;Jurema;15552;60705.8203125;3903.40991211
2736;PARÁ;Itupiranga;41541;188305.25;4533.0
2737;PARÁ;Castanhal;161497;1216351.375;7531.72998047
2738;RIO GRANDE DO SUL;Lagoa dos Três Cantos;1633;42162.55859375;25819.08007812
2739;PERNAMBUCO;Xexéu;14887;57439.78125;3858.38989258
2740;PARAÍBA;Santa Cecília;7244;28544.89453125;3940.48999023
2741;RIO DE JANEIRO;Teresópolis;162075;2388092.0;14734.49023438
2742;SÃO PAULO;Santa Rita do Passa Quatro;27557;355026.28125;12883.33984375
2743;PARANÁ;Jardim Alegre;14976;94959.7421875;6340.79003906
2744;MINAS GERAIS;São Francisco de Paula;6384;51690.03515625;8096.81005859
2745;RIO DE JANEIRO;Quatis;13137;201804.015625;15361.5
2746;MATO GROSSO;Indiavaí;2679;46319.65625;17289.91015625
2747;BAHIA;Ipecaetá;15888;48456.55859375;3049.87988281
2748;PARAÍBA;Pitimbu;16832;88103.703125;5234.29980469
2749;PARANÁ;Bituruna;16803;129179.7578125;7687.89990234
2750;MARANHÃO;Santa Luzia do Paruá;20190;160432.453125;7946.12988281
2751;PERNAMBUCO;Quixaba;7116;26894.39648438;3779.42993164
2752;MATO GROSSO;Nova Canaã do Norte;13237;194756.0625;14713.00976562
2753;MINAS GERAIS;Bonfim;6902;43645.4921875;6323.60009766
2754;SÃO PAULO;Uchoa;9818;132471.234375;13492.69042969
2755;SANTA CATARINA;Sul Brasil;3150;33459.80859375;10622.16015625
2756;MINAS GERAIS;São João do Pacuí;4223;20219.13476562;4787.85986328
2757;MARANHÃO;Itapecuru Mirim;56810;213359.203125;3755.65991211
2758;PARAÍBA;Guarabira;56136;383901.125;6838.77001953
2759;MINAS GERAIS;Cristais;11269;109473.796875;9714.59960938
2760;SANTA CATARINA;Vargem;3187;36022.16015625;11302.83984375
2761;AMAZONAS;Amaturá;8828;34505.6796875;3908.65991211
2762;SANTA CATARINA;Braço do Trombudo;3419;84426.15625;24693.23046875
2763;GOIÁS;São João d'Aliança;8830;100667.5859375;11400.62988281
2764;MINAS GERAIS;Laranjal;6568;43400.2734375;6607.83984375
2765;SÃO PAULO;Tanabi;24591;296017.5625;12037.63964844
2766;RIO GRANDE DO SUL;Braga;3842;38229.2265625;9950.34960938
2767;SERGIPE;Itabi;4827;29564.81640625;6124.87988281
2768;BAHIA;Ubaíra;21428;86636.703125;4043.14990234
2769;PIAUÍ;Rio Grande do Piauí;6650;21421.19921875;3221.22998047
2770;BAHIA;Urandi;16289;77405.5546875;4752.00976562
2771;RIO GRANDE DO NORTE;Serrinha dos Pintos;4504;19139.68164062;4249.49023438
2772;CEARÁ;Graça;15949;48560.41015625;3044.72998047
2773;RIO DE JANEIRO;Mangaratiba;32533;860850.125;26460.83007812
2774;TOCANTINS;Mateiros;1802;92554.96875;51362.359375
2775;PIAUÍ;Hugo Napoleão;3784;15036.78320312;3973.7800293
2776;MINAS GERAIS;Piedade de Caratinga;6937;39503.0390625;5694.54003906
2777;TOCANTINS;Cariri do Tocantins;3738;58913.2734375;15760.63964844
2778;SÃO PAULO;Mariápolis;3896;31623.21289062;8116.83984375
2779;SANTA CATARINA;Anchieta;6683;86799.203125;12988.05957031
2780;BAHIA;Mundo Novo;25245;96220.46875;3811.4699707
2781;RONDÔNIA;Nova Mamoré;22337;226439.9375;10137.44042969
2782;RIO DE JANEIRO;Guapimirim;49748;410782.46875;8257.26953125
2783;CEARÁ;Jardim;26578;91902.015625;3457.82006836
2784;PARANÁ;Santa Cecília do Pavão;3695;52511.83984375;14211.58984375
2785;PERNAMBUCO;Ilha de Itamaracá;18658;94137.2109375;5045.41015625
2786;PERNAMBUCO;Primavera;12364;68269.6796875;5521.64990234
2787;AMAZONAS;Guajará;15031;63766.28515625;4242.31982422
2788;PARAÍBA;Boqueirão;16360;98568.1171875;6024.95019531
2789;PARAÍBA;Triunfo;9968;34377.05078125;3448.73999023
2790;MINAS GERAIS;Paraguaçu;20429;208498.34375;10206.0
2791;PARANÁ;Telêmaco Borba;69278;1230714.875;17764.86914062
2792;SÃO PAULO;Serra Negra;25912;314408.0625;12133.69042969
2793;BAHIA;Caravelas;22115;205351.859375;9285.63964844
2794;TOCANTINS;Lajeado;2204;20501.7421875;9302.05957031
2795;RIO GRANDE DO SUL;Bozano;2361;36078.76171875;15281.13964844
2796;BAHIA;Itapicuru;32563;118382.15625;3635.47998047
2797;SÃO PAULO;Mirassol;54920;773413.0625;14082.54003906
2798;SÃO PAULO;Ribeirão Corrente;4216;87870.625;20842.1796875
2799;PARANÁ;General Carneiro;15275;151003.515625;9885.66015625
2800;RIO GRANDE DO SUL;São Sepé;24353;342808.21875;14076.62988281
2801;CEARÁ;Capistrano;17033;52476.46875;3080.87011719
2802;ESPIRITO SANTO;Mimoso do Sul;27124;232497.359375;8571.65039062
2803;MINAS GERAIS;Taiobeiras;31333;160162.15625;5111.60986328
2804;MINAS GERAIS;Miravânia;4998;19420.89257812;3885.72998047
2805;SANTA CATARINA;Correia Pinto;14842;343976.8125;23175.91015625
2806;SANTA CATARINA;Cerro Negro;4045;29764.57421875;7358.35986328
2807;RIO GRANDE DO SUL;Morro Reuter;5985;74450.25;12439.46972656
2808;GOIÁS;Alvorada do Norte;8666;55964.19921875;6457.89990234
2809;MINAS GERAIS;Juatuba;20978;770444.5625;36726.30859375
2810;ESPIRITO SANTO;Dores do Rio Preto;6293;49223.80078125;7821.99023438
2811;RIO DE JANEIRO;Conceição de Macabu;20687;175653.15625;8490.99023438
2812;RIO GRANDE DO SUL;Camaquã;62723;1060406.25;16906.1796875
2813;AMAZONAS;Careiro da Várzea;24704;112120.0625;4538.54003906
2814;MINAS GERAIS;Itinga;15252;58555.12109375;3839.17993164
2815;AMAZONAS;Atalaia do Norte;14715;54603.19140625;3710.7199707
2816;RIO GRANDE DO SUL;Santa Margarida do Sul;2235;68161.2578125;30497.2109375
2817;PERNAMBUCO;Itaíba;27631;152252.21875;5510.20019531
2818;RIO GRANDE DO SUL;Jaquirana;4429;39487.2890625;8915.62011719
2819;SÃO PAULO;Pitangueiras;35441;438054.46875;12360.09960938
2820;SÃO PAULO;Suzano;284356;5559876.5;19552.51953125
2821;RIO DE JANEIRO;Bom Jardim;26549;360322.5;13571.98046875
2822;BAHIA;Itarantim;18375;82294.8125;4478.62988281
2823;PERNAMBUCO;Lajedo;34809;168724.875;4847.16015625
2824;CEARÁ;Jijoca de Jericoacoara;16880;64023.44140625;3792.86010742
2825;SÃO PAULO;Cerquilho;38199;3092352.25;80953.75
2826;PERNAMBUCO;São Joaquim do Monte;21872;87932.0546875;4020.30004883
2827;SÃO PAULO;Avanhandava;12112;119166.875;9838.74023438
2828;RIO GRANDE DO SUL;Xangri-lá;11721;160877.53125;13725.58007812
2829;RIO GRANDE DO SUL;Unistalda;2396;28591.38867188;11932.96972656
2830;MINAS GERAIS;Palma;6212;41938.515625;6751.20996094
2831;MATO GROSSO;Nortelândia;6272;69248.6640625;11040.91992188
2832;MATO GROSSO;Juína;39708;450454.84375;11344.1796875
2833;RIO GRANDE DO SUL;Alegrete;78984;1123318.5;14222.09960938
2834;PARANÁ;Itambé;6082;86111.015625;14158.33984375
2835;RIO GRANDE DO NORTE;Coronel João Pessoa;4993;21530.4375;4312.12011719
2836;MINAS GERAIS;Coimbra;7209;43221.16015625;5995.43994141
2837;SANTA CATARINA;Jaborá;4129;62235.21484375;15072.70996094
2838;SÃO PAULO;Canitar;4743;35199.875;7421.43994141
2839;MINAS GERAIS;Mariana;54689;1444840.125;26419.2109375
2840;SÃO PAULO;São Sebastião da Grama;12990;152929.140625;11772.83984375
2841;PARANÁ;Ribeirão do Pinhal;13584;88980.2421875;6550.37011719
2842;SÃO PAULO;Jacupiranga;16322;172416.0625;10563.41992188
2843;GOIÁS;Edéia;10604;268327.09375;25304.33007812
2844;MINAS GERAIS;Urucânia;10502;91329.15625;8696.36035156
2845;MARANHÃO;Araioses;39166;132998.6875;3395.77001953
2846;MINAS GERAIS;Pedra do Anta;3731;17767.02929688;4762.0
2847;ALAGOAS;Olho D'Água das Flores;20555;70390.265625;3424.47998047
2848;BAHIA;Seabra;42175;213669.90625;5066.27001953
2849;PIAUÍ;Buriti dos Lopes;19796;72460.390625;3660.36010742
2850;RIO DE JANEIRO;Itatiaia;35577;657369.625;18477.38085938
2851;GOIÁS;Serranópolis;7813;166530.421875;21314.52929688
2852;SÃO PAULO;Jaguariúna;41107;2714575.75;66036.8203125
2853;PARANÁ;Boa Esperança do Iguaçu;2898;31648.30859375;10920.74023438
2854;MATO GROSSO;Santo Antônio do Leste;3573;240566.609375;67329.03125
2855;MINAS GERAIS;Ijaci;6036;231447.125;38344.44921875
2856;MARANHÃO;Axixá;15203;36745.2265625;2416.9699707
2857;BAHIA;Correntina;32980;637574.3125;19332.15039062
2858;PARAÍBA;Pombal;32443;158469.953125;4884.56982422
2859;CEARÁ;Chorozinho;18759;78034.9609375;4159.87011719
2860;SÃO PAULO;Mairiporã;79155;1029388.125;13004.70996094
2861;BAHIA;Catolândia;4059;22203.5390625;5470.20019531
2862;SÃO PAULO;Guaimbê;4740;41937.18359375;8847.50976562
2863;TOCANTINS;Rio Sono;6366;32593.95703125;5120.00976562
2864;CEARÁ;Quixeramobim;73517;349781.71875;4757.83007812
2865;PARAÍBA;Congo;4930;30035.15429688;6092.31982422
2866;PERNAMBUCO;Buenos Aires;13675;51370.76171875;3756.55004883
2867;PERNAMBUCO;Ipubi;27353;109918.828125;4018.5300293
2868;MINAS GERAIS;Frei Lagonegro;3493;16006.06542969;4582.33007812
2869;ACRE;Sena Madureira;36166;371556.0625;10273.62988281
2870;MARANHÃO;Esperantinópolis;18815;64343.0546875;3419.77001953
2871;BAHIA;Teodoro Sampaio;8442;38678.0390625;4581.62011719
2872;AMAPÁ;Pedra Branca do Amapari;8182;104478.9921875;12769.37011719
2873;SANTA CATARINA;Angelina;5396;63321.44921875;11734.88964844
2874;GOIÁS;Lagoa Santa;1346;15363.55761719;11414.23046875
2875;PARÁ;Moju;68600;234566.484375;3419.34008789
2876;PARANÁ;Agudos do Sul;8735;52750.92578125;6039.02978516
2877;RIO GRANDE DO SUL;Caseiros;3132;44075.60546875;14072.66992188
2878;BAHIA;Itapitanga;10376;38620.75390625;3722.12011719
2879;PIAUÍ;São José do Peixe;3835;15313.89257812;3993.18994141
2880;BAHIA;Ribeira do Amparo;14621;46314.48046875;3167.66992188
2881;RIO GRANDE DO SUL;Camargo;2549;51100.84765625;20047.41015625
2882;PARAÍBA;Várzea;2568;13316.390625;5185.50976562
2883;PERNAMBUCO;São José da Coroa Grande;18555;72025.234375;3881.7199707
2884;SANTA CATARINA;São Carlos;10938;146369.46875;13381.74023438
2885;MARANHÃO;Santo Antônio dos Lopes;14663;65007.71484375;4433.45019531
2886;MATO GROSSO;Porto Esperidião;9850;113256.625;11498.12988281
2887;SANTA CATARINA;Bombinhas;13695;178943.96875;13066.37011719
2888;SÃO PAULO;Ilha Comprida;10090;97179.28125;9631.25
2889;SÃO PAULO;Nova Luzitânia;3795;29767.0078125;7843.74023438
2890;BAHIA;Caém;10187;34143.12890625;3351.63989258
2891;RIO DE JANEIRO;Miracema;26824;236378.921875;8812.21972656
2892;SÃO PAULO;Lindóia;5974;67635.7421875;11321.6796875
2893;PERNAMBUCO;Parnamirim;19850;89271.609375;4497.31005859
2894;PERNAMBUCO;Frei Miguelinho;14855;52487.42578125;3533.32006836
2895;RORAIMA;Normandia;7527;74608.90625;9912.16992188
2896;SÃO PAULO;Santa Salete;1446;24226.39257812;16754.08007812
2897;MINAS GERAIS;Santa Cruz de Minas;7671;34635.61328125;4515.14013672
2898;AMAZONAS;Urucurituba;18541;67527.9609375;3642.09008789
2899;RIO GRANDE DO NORTE;Jardim do Seridó;12384;63020.53515625;5088.87011719
2900;MARANHÃO;Chapadinha;70537;277768.03125;3937.90991211
2901;BAHIA;Macarani;16940;69146.0703125;4081.82006836
2902;PIAUÍ;Vila Nova do Piauí;3136;13307.02246094;4243.31005859
2903;RIO GRANDE DO NORTE;Senador Elói de Souza;6201;24814.86914062;4001.75
2904;PARANÁ;Primeiro de Maio;11126;106101.3203125;9536.33984375
2905;GOIÁS;Pires do Rio;27928;356490.375;12764.62011719
2906;SÃO PAULO;Diadema;397738;9969819.0;25066.30078125
2907;SÃO PAULO;Gália;6635;67073.984375;10109.12011719
2908;PIAUÍ;Buriti dos Montes;8117;24284.73242188;2991.84008789
2909;RIO GRANDE DO NORTE;Santana do Matos;14544;61293.671875;4214.35986328
2910;SÃO PAULO;Altair;3287;96194.734375;29265.2109375
2911;PIAUÍ;Santo Inácio do Piauí;3756;12291.79589844;3272.58007812
2912;RONDÔNIA;Cabixi;6695;104578.7578125;15620.4296875
2913;ESPIRITO SANTO;Barra de São Francisco;41645;392909.25;9434.73046875
2914;SÃO PAULO;São Lourenço da Serra;18319;138128.15625;7540.16015625
2915;MINAS GERAIS;Estrela Dalva;2536;19506.14453125;7691.70019531
2916;MINAS GERAIS;Itaobim;21618;142984.15625;6614.12011719
2917;SÃO PAULO;Registro;55168;585710.5;10616.84960938
2918;SANTA CATARINA;Novo Horizonte;2954;61519.921875;20825.97070312
2919;MINAS GERAIS;Buenópolis;9627;56813.33984375;5901.45996094
2920;SANTA CATARINA;Itá;6552;187247.9375;28578.75
2921;SÃO PAULO;Tatuí;109017;1898242.5;17412.34960938
2922;PIAUÍ;Paulistana;20390;72797.6796875;3570.26000977
2923;SERGIPE;Pedrinhas;8709;37565.15625;4313.37011719
2924;AMAZONAS;Novo Aripuanã;18952;85700.7265625;4521.99023438
2925;SERGIPE;Nossa Senhora da Glória;30804;244753.5;7945.50976562
2926;SERGIPE;Carmópolis;12610;295503.3125;23434.0390625
2927;SERGIPE;Rosário do Catete;8965;503797.625;56196.05078125
2928;MATO GROSSO;Nova Ubiratã;8372;440926.96875;52666.859375
2929;RIO GRANDE DO SUL;Santo Antônio do Palma;2295;35738.61328125;15572.37988281
2930;PARANÁ;Tuneiras do Oeste;8777;85351.8125;9724.49023438
2931;BAHIA;Barra;50226;147346.296875;2933.66992188
2932;SANTA CATARINA;Capivari de Baixo;21059;254304.703125;12075.8203125
2933;PARANÁ;Sengés;20445;211313.234375;10335.69042969
2934;RIO DE JANEIRO;Iguaba Grande;22947;210597.21875;9177.54980469
2935;MINAS GERAIS;Serra do Salitre;10778;177244.234375;16445.0
2936;MINAS GERAIS;Pequi;4504;41105.6484375;9126.48046875
2937;MINAS GERAIS;Passos;107619;1185068.125;11011.70019531
2938;PARAÍBA;Itapororoca;16573;104540.3515625;6307.87011719
2939;MINAS GERAIS;Santa Margarida;14806;105679.0078125;7137.58007812
2940;RIO GRANDE DO SUL;Alegria;4775;48344.25390625;10124.45019531
2941;MINAS GERAIS;Botelhos;15289;117536.1875;7687.62988281
2942;RIO GRANDE DO SUL;Floriano Peixoto;2155;29052.140625;13481.26953125
2943;PARAÍBA;Bonito de Santa Fé;10657;44123.16015625;4140.29980469
2944;ESPIRITO SANTO;Baixo Guandu;29891;233346.015625;7806.56005859
2945;RIO GRANDE DO SUL;Tupanciretã;23842;597097.8125;25043.94921875
2946;TOCANTINS;Dianópolis;19524;217774.359375;11154.19042969
2947;SÃO PAULO;Barbosa;6944;50042.2109375;7206.54003906
2948;PARANÁ;Mauá da Serra;8446;119340.1796875;14129.79003906
2949;PERNAMBUCO;Brejo da Madre de Deus;42250;161963.40625;3833.44995117
2950;CEARÁ;Brejo Santo;41266;191745.0625;4646.56005859
2951;SÃO PAULO;Jarinu;22822;399077.0625;17486.50976562
2952;PERNAMBUCO;Condado;24403;98794.625;4048.45996094
2953;PARANÁ;Leópolis;4316;50136.58984375;11616.45019531
2954;MARANHÃO;Jatobá;8909;26733.35546875;3000.70996094
2955;CEARÁ;Guaiúba;23853;82031.0625;3439.0300293
2956;MINAS GERAIS;Varginha;121785;3046304.0;25013.7890625
2957;GOIÁS;Águas Lindas de Goiás;143179;548629.625;3831.77001953
2958;MINAS GERAIS;Santana dos Montes;4134;19299.37695312;4668.45019531
2959;SANTA CATARINA;Araranguá;59537;762710.1875;12810.69042969
2960;SÃO PAULO;Francisco Morato;157294;863953.375;5492.60009766
2961;PERNAMBUCO;Serrita;18958;68741.2734375;3625.97998047
2962;BAHIA;Santa Inês;10803;35840.4296875;3317.63989258
2963;MINAS GERAIS;Carmo do Cajuru;20031;169706.671875;8472.20019531
2964;MINAS GERAIS;Virginópolis;11273;62167.61328125;5514.74023438
2965;PERNAMBUCO;Surubim;56795;265122.8125;4668.06982422
2966;CEARÁ;Ararendá;11186;35326.19921875;3158.07006836
2967;SANTA CATARINA;Imbituba;38882;946290.1875;24337.49023438
2968;BAHIA;Piripá;13325;36582.48828125;2745.39990234
2969;MINAS GERAIS;Coronel Fabriciano;105037;724103.75;6893.79980469
2970;SÃO PAULO;Poloni;5100;66943.3046875;13126.13964844
2971;AMAZONAS;Presidente Figueiredo;26282;304599.375;11589.66015625
2972;SÃO PAULO;Dirce Reis;1623;24405.38476562;15037.20996094
2973;PIAUÍ;Guadalupe;9809;98231.2265625;10014.40039062
2974;PIAUÍ;Madeiro;8012;23075.33984375;2880.10009766
2975;SERGIPE;Monte Alegre de Sergipe;13817;69754.8125;5048.47998047
2976;TOCANTINS;Sítio Novo do Tocantins;9568;42988.91015625;4492.99023438
2977;MINAS GERAIS;Itambé do Mato Dentro;2479;11206.33203125;4520.50976562
2978;MINAS GERAIS;Rio Pardo de Minas;29947;150917.34375;5039.47998047
2979;SÃO PAULO;Tambaú;22575;301012.6875;13333.90039062
2980;PARANÁ;Inácio Martins;11431;75978.65625;6646.72021484
2981;PARÁ;Cumaru do Norte;11890;81871.8359375;6885.77001953
2982;PARANÁ;Tamarana;11577;106447.703125;9194.75976562
2983;MARANHÃO;Mirinzal;14311;39531.5546875;2762.32006836
2984;TOCANTINS;Nazaré;4596;23986.79882812;5219.06005859
2985;CEARÁ;Tianguá;68588;374219.5625;5456.04980469
2986;GOIÁS;Aparecida do Rio Doce;2871;40092.76953125;13964.74023438
2987;PIAUÍ;Capitão Gervásio Oliveira;4029;12069.73046875;2995.70996094
2988;MATO GROSSO;Santa Terezinha;7690;73279.421875;9529.1796875
2989;MARANHÃO;Buriticupu;64685;248992.484375;3849.31005859
2990;MINAS GERAIS;Rio Paranaíba;10990;361441.1875;32888.19140625
2991;MARANHÃO;Penalva;34907;100140.96875;2868.79003906
2992;SÃO PAULO;Jeriquara;3216;75402.8671875;23446.16992188
2993;MARANHÃO;Marajá do Sena;6954;35996.2109375;5176.33007812
2994;ESPIRITO SANTO;Afonso Cláudio;31384;212760.109375;6779.25
2995;ACRE;Capixaba;9287;89052.6796875;9588.95996094
2996;CEARÁ;Araripe;22373;84206.421875;3763.75
2997;RONDÔNIA;São Miguel do Guaporé;23201;283618.65625;12224.41992188
2998;BAHIA;Rio Real;38095;202989.765625;5328.50976562
3000;SANTA CATARINA;Ituporanga;21496;410706.5;19106.1796875
3001;MINAS GERAIS;Paracatu;83560;1226047.25;14672.66015625
3002;SÃO PAULO;Dumont;8346;86997.0703125;10423.79980469
3003;MINAS GERAIS;Senador Amaral;5201;49120.94140625;9444.51953125
3004;MATO GROSSO DO SUL;Caarapó;23696;359395.1875;15166.91015625
3005;PARANÁ;Fênix;5017;68322.6484375;13618.23046875
3006;PARANÁ;Iretama;11510;76621.3125;6656.93017578
3007;SERGIPE;Malhador;12124;54451.6484375;4491.22998047
3008;RIO GRANDE DO SUL;São Jorge;2825;49034.63671875;17357.390625
3009;MINAS GERAIS;São João del Rei;85503;822362.0;9617.9296875
3010;PARANÁ;São Jorge do Ivaí;5382;107663.90625;20004.43945312
3011;PARANÁ;Jussara;6240;125054.0546875;20040.7109375
3012;MARANHÃO;Bacuri;16585;47541.1171875;2866.51000977
3013;MINAS GERAIS;Palmópolis;6810;27005.71679688;3965.60009766
3014;PIAUÍ;Caracol;10838;33394.68359375;3081.26000977
3015;PARAÍBA;Aparecida;7607;30302.33789062;3983.47998047
3016;SÃO PAULO;Itapirapuã Paulista;3919;23267.171875;5937.02001953
3017;RIO GRANDE DO SUL;Ivorá;2424;31861.1171875;13144.03027344
3018;RIO GRANDE DO SUL;Barra do Ribeiro;11762;142471.171875;12112.83984375
3019;ALAGOAS;Viçosa;26830;95608.140625;3563.47998047
3020;RIO GRANDE DO SUL;Vanini;2045;26400.24804688;12909.66015625
3021;GOIÁS;Trindade;104979;759605.4375;7235.77978516
3022;PERNAMBUCO;Jaboatão dos Guararapes;687688;7068777.5;10279.04980469
3023;ALAGOAS;Maravilha;10110;33863.60546875;3349.52001953
3024;PARANÁ;Lunardelli;5094;40139.4140625;7879.74023438
3025;RIO GRANDE DO SUL;Liberato Salzano;6167;75537.046875;12248.58984375
3026;AMAPÁ;Oiapoque;20962;230480.78125;10995.16992188
3027;SANTA CATARINA;Lauro Muller;14173;182674.4375;12888.90039062
3028;MINAS GERAIS;Cambuquira;12936;97574.6875;7542.87988281
3029;MATO GROSSO;Santa Cruz do Xingu;2357;36023.68359375;15283.70019531
3030;PARÁ;Bonito;12013;36021.890625;2998.58007812
3031;PARANÁ;Engenheiro Beltrão;14280;214099.921875;14992.99023438
3032;PARANÁ;Jacarezinho;40582;498248.78125;12277.58007812
3033;SERGIPE;Malhada dos Bois;3830;23457.98046875;6124.79980469
3034;RIO GRANDE DO NORTE;Tibau;3937;30851.06835938;7836.18994141
3035;RIO GRANDE DO SUL;Tio Hugo;2730;58052.32421875;21264.58984375
3036;PARÁ;Piçarra;13140;76790.75;5844.04980469
3037;RIO GRANDE DO NORTE;Nova Cruz;36561;178236.546875;4875.04980469
3038;PIAUÍ;Bom Princípio do Piauí;5506;20777.93554688;3773.68994141
3039;RIO GRANDE DO SUL;Monte Alegre dos Campos;3256;31576.25976562;9697.87011719
3040;RIO GRANDE DO NORTE;Parazinho;4977;20183.13085938;4055.2800293
3041;RIO GRANDE DO NORTE;Montanhas;12834;48808.7890625;3803.08007812
3042;PARANÁ;Verê;8078;101084.9609375;12513.61035156
3043;PARAÍBA;São Domingos do Cariri;2341;11675.81152344;4987.52978516
3044;RIO GRANDE DO NORTE;Olho-D'Água do Borges;4578;19422.43554688;4242.56005859
3045;MARANHÃO;Fortuna;14922;54452.68359375;3649.14990234
3046;RIO GRANDE DO NORTE;Rio do Fogo;10124;46879.40234375;4630.52001953
3047;PARANÁ;Cruz Machado;19132;123444.9375;6452.27978516
3048;MINAS GERAIS;Santana da Vargem;7222;83066.21875;11501.83007812
3049;MINAS GERAIS;Uberaba;296261;6489508.5;21904.69921875
3050;MINAS GERAIS;Santa Fé de Minas;4129;24721.9375;5987.39013672
3051;AMAZONAS;Careiro;32638;117802.6171875;3609.37011719
3052;GOIÁS;Itaguari;4364;37283.44140625;8543.41015625
3053;PIAUÍ;Palmeira do Piauí;5116;33065.046875;6463.06982422
3054;RIO GRANDE DO SUL;São José do Ouro;7190;110298.859375;15340.58984375
3055;GOIÁS;Uirapuru;3117;27419.87695312;8796.87988281
3056;RIO GRANDE DO NORTE;Açu;53282;316499.6875;5940.08984375
3057;RIO GRANDE DO SUL;Entre-Ijuís;9263;146000.953125;15761.74023438
3058;ALAGOAS;Pão de Açúcar;24534;85304.7265625;3477.0
3059;RIO DE JANEIRO;Bom Jesus do Itabapoana;35303;396142.75;11221.21972656
3060;SANTA CATARINA;Orleans;21731;441775.65625;20329.27929688
3061;MINAS GERAIS;Córrego Fundo;5939;76349.15625;12855.55957031
3062;RIO GRANDE DO SUL;Vicente Dutra;5587;57206.62890625;10239.24023438
3063;PARANÁ;Araucária;117964;11962877.0;101411.2578125
3064;MARANHÃO;Feira Nova do Maranhão;7899;32300.70117188;4089.20996094
3065;MINAS GERAIS;Reduto;6663;42805.29296875;6424.33007812
3066;MINAS GERAIS;Carmo do Paranaíba;32059;350128.65625;10921.37988281
3067;SÃO PAULO;Lins;73183;1917087.25;26195.80078125
3068;PIAUÍ;São Miguel do Fidalgo;3182;11472.98339844;3605.59008789
3069;SANTA CATARINA;Pouso Redondo;14510;237024.484375;16335.25
3070;RIO GRANDE DO SUL;Estância Velha;43906;633553.375;14429.76953125
3071;RIO GRANDE DO NORTE;Lajes Pintadas;4309;19073.09375;4426.33984375
3072;PERNAMBUCO;Rio Formoso;21815;146614.40625;6720.81005859
3073;SANTA CATARINA;Calmon;4265;41113.1015625;9639.65039062
3074;PIAUÍ;Campinas do Piauí;5818;22183.11523438;3812.84008789
3075;DISTRITO FEDERAL;Brasília;2606885;131487264.0;50438.4609375
3076;SÃO PAULO;Nipoã;4103;48101.53515625;11723.5
3077;AMAZONAS;Juruá;9275;40090.02734375;4322.37011719
3078;ALAGOAS;Girau do Ponciano;36904;111610.8828125;3024.36010742
3079;SÃO PAULO;Guaíra;38676;850159.125;21981.5703125
3080;RIO GRANDE DO SUL;Araricá;5181;59706.1640625;11524.05957031
3081;BAHIA;Vera Cruz;37539;207724.953125;5533.58007812
3082;MINAS GERAIS;Espírito Santo do Dourado;4471;37765.73046875;8446.8203125
3083;SANTA CATARINA;São Ludgero;10951;263178.375;24032.359375
3084;MINAS GERAIS;Jequeri;13225;77701.3671875;5875.33984375
3085;MINAS GERAIS;Florestal;6199;45382.26953125;7320.89990234
3086;SÃO PAULO;Santa Rita d'Oeste;2501;39319.76953125;15721.62011719
3087;SÃO PAULO;Irapuru;7874;62625.421875;7953.43994141
3088;PARANÁ;Ibiporã;47514;1081024.25;22751.69921875
3089;MATO GROSSO;Itaúba;4585;95909.21875;20918.0390625
3090;MINAS GERAIS;Carbonita;10783;62895.98828125;5832.87988281
3091;CEARÁ;Porteiras;15058;53051.28515625;3523.12988281
3092;BAHIA;Riachão do Jacuípe;33666;125705.1484375;3733.88989258
3093;SÃO PAULO;São João da Boa Vista;83909;1608504.875;19169.63085938
3094;CEARÁ;Madalena;17773;65020.15625;3658.37011719
3095;GOIÁS;Israelândia;2876;22917.2890625;7968.45996094
3096;MINAS GERAIS;Ouro Fino;32639;342506.3125;10493.76953125
3097;TOCANTINS;Marianópolis do Tocantins;4743;41466.171875;8742.59960938
3098;BAHIA;Santa Cruz da Vitória;6443;23149.640625;3592.98999023
3099;RIO GRANDE DO SUL;Guabiju;1702;38074.53515625;22370.47070312
3100;SÃO PAULO;Jaboticabal;73084;1418964.875;19415.52929688
3101;MINAS GERAIS;Curral de Dentro;7376;32442.68164062;4398.41015625
3102;RIO GRANDE DO SUL;Santa Maria do Herval;6476;103114.3828125;15922.54003906
3103;CEARÁ;Caririaçu;27380;87100.125;3181.15991211
3104;TOCANTINS;Figueirópolis;4883;65767.046875;13468.5703125
3105;ACRE;Rio Branco;305954;3837370.75;12542.30957031
3106;PERNAMBUCO;Maraial;12303;82864.140625;6735.27978516
3107;SÃO PAULO;Pindamonhangaba;144613;4172247.75;28851.13085938
3108;SÃO PAULO;Araçatuba;182204;3001299.5;16472.18945312
3109;CEARÁ;Salitre;16845;77822.125;4619.89013672
3110;PARAÍBA;Alagoa Grande;28126;106449.3359375;3784.72998047
3111;SANTA CATARINA;Paulo Lopes;7255;84931.421875;11706.61035156
3112;SÃO PAULO;Gavião Peixoto;4244;165148.078125;38913.30859375
3113;RONDÔNIA;Presidente Médici;22519;245843.890625;10917.1796875
3114;CEARÁ;Maracanaú;201693;3534385.0;17523.58984375
